Date,DayOfTheWeek,FlightNo,Airline,Airline IATA Code,Airline ICAO Code,DestinationCity,DestinationAirportIATACode,DestinationAirportICAOCode,FlightType,Scheduled Departure Local Time,Scheduled Departure UTC,Actual Departure,Delay Duration Local(minutes),Delay Status,
2022-11-18,Friday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,18 Nov 12:00,18 Nov 6:00,18 Nov 12:10,10,0,
2022-11-18,Friday,397,Biman Bangladesh Airlines,BG,BBC,Delhi,DEL,VIDP,International,18 Nov 12:00,18 Nov 6:00,18 Nov 12:16,16,0,
2022-11-18,Friday,109,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,18 Nov 12:15,18 Nov 6:15,18 Nov 12:27,12,0,
2022-11-18,Friday,103,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,18 Nov 12:30,18 Nov 6:30,18 Nov 13:00,30,1,
2022-11-18,Friday,149,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,18 Nov 12:45,18 Nov 6:45,18 Nov 13:05,20,0,
2022-11-18,Friday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,18 Nov 13:00,18 Nov 7:00,18 Nov 12:54,0,0,
2022-11-18,Friday,151,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,18 Nov 13:30,18 Nov 7:30,18 Nov 13:46,16,0,
2022-11-18,Friday,535,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,18 Nov 13:35,18 Nov 7:35,18 Nov 13:45,10,0,
2022-11-18,Friday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,18 Nov 13:40,18 Nov 7:40,18 Nov 13:51,11,0,
2022-11-18,Friday,6537,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,18 Nov 13:40,18 Nov 7:40,18 Nov 13:55,15,0,
2022-11-18,Friday,187,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,18 Nov 13:45,18 Nov 7:45,18 Nov 14:05,20,0,
2022-11-18,Friday,473,Biman Bangladesh Airlines,BG,BBC,Barisal,BZL,VGBR,Domestic,18 Nov 14:15,18 Nov 8:15,18 Nov 14:30,15,0,
2022-11-18,Friday,503,Maldivian,Q2,DQA,Male,MLE,VRMM,International,18 Nov 14:40,18 Nov 8:40,18 Nov 14:47,7,0,
2022-11-18,Friday,437,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,18 Nov 14:40,18 Nov 8:40,18 Nov 14:53,13,0,
2022-11-18,Friday,229,Air India,AI,AIC,Kolkata,CCU,VECC,International,18 Nov 14:45,18 Nov 8:45,18 Nov 14:55,10,0,
2022-11-18,Friday,111,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,18 Nov 15:00,18 Nov 9:00,18 Nov 15:06,6,0,
2022-11-18,Friday,481,Biman Bangladesh Airlines,BG,BBC,Rajshahi,RJH,VGRJ,Domestic,18 Nov 15:30,18 Nov 9:30,18 Nov 15:37,7,0,
2022-11-18,Friday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,18 Nov 15:45,18 Nov 9:45,18 Nov 16:10,25,1,
2022-11-18,Friday,155,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,18 Nov 15:50,18 Nov 9:50,18 Nov 16:15,25,1,
2022-11-18,Friday,175,US-Bangla Airlines,BS,UBG,Barisal,BZL,VGBR,Domestic,18 Nov 16:20,18 Nov 10:20,18 Nov 16:30,10,0,
2022-11-18,Friday,341,US-Bangla Airlines,BS,UBG,Dubai,DXB,OMDB,International,18 Nov 16:30,18 Nov 10:30,18 Nov 17:07,37,1,
2022-11-18,Friday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,International,18 Nov 16:35,18 Nov 10:35,18 Nov 16:49,14,0,
2022-11-18,Friday,189,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,18 Nov 16:40,18 Nov 10:40,18 Nov 16:55,15,0,
2022-11-18,Friday,1865,IndiGo,6E,IGO,Delhi,DEL,VIDP,International,18 Nov 16:45,18 Nov 10:45,18 Nov 16:51,6,0,
2022-11-18,Friday,467,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,18 Nov 17:00,18 Nov 11:00,18 Nov 17:16,16,0,
2022-11-18,Friday,203,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,International,18 Nov 17:15,18 Nov 11:15,18 Nov 17:26,11,0,
2022-11-18,Friday,325,Biman Bangladesh Airlines,BG,BBC,Doha,DOH,OTHH,International,18 Nov 17:15,18 Nov 11:15,18 Nov 17:26,11,0,
2022-11-18,Friday,115,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,18 Nov 17:30,18 Nov 11:30,18 Nov 17:38,8,0,
2022-11-18,Friday,1936,IndiGo,6E,IGO,Chennai,MAA,VOMM,International,18 Nov 17:45,18 Nov 11:45,18 Nov 18:01,16,0,
2022-11-18,Friday,495,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,18 Nov 18:00,18 Nov 12:00,18 Nov 18:12,12,0,
2022-11-18,Friday,247,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,18 Nov 18:15,18 Nov 12:15,18 Nov 18:29,14,0,
2022-11-18,Friday,117,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,18 Nov 18:30,18 Nov 12:30,18 Nov 18:38,8,0,
2022-11-18,Friday,587,Emirates,EK,UAE,Dubai,DXB,OMDB,International,18 Nov 18:40,18 Nov 12:40,18 Nov 18:44,4,0,
2022-11-18,Friday,191,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,18 Nov 18:40,18 Nov 12:40,18 Nov 18:56,16,0,
2022-11-18,Friday,386,Biman Bangladesh Airlines,BG,BBC,Kuala Lumpur,KUL,WMKK,International,18 Nov 19:10,18 Nov 13:10,18 Nov 19:34,24,1,
2022-11-18,Friday,333,US-Bangla Airlines,BS,UBG,Doha,DOH,OTHH,International,18 Nov 19:25,18 Nov 13:25,18 Nov 19:32,7,0,
2022-11-18,Friday,537,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,18 Nov 19:30,18 Nov 13:30,18 Nov 20:38,68,1,
2022-11-18,Friday,127,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,18 Nov 19:30,18 Nov 13:30,18 Nov 19:43,13,0,
2022-11-18,Friday,193,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,18 Nov 19:45,18 Nov 13:45,18 Nov 20:03,18,0,
2022-11-18,Friday,395,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,International,18 Nov 19:45,18 Nov 13:45,18 Nov 19:51,6,0,
2022-11-18,Friday,617,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,18 Nov 19:45,18 Nov 13:45,18 Nov 20:15,30,1,
2022-11-18,Friday,321,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,18 Nov 20:00,18 Nov 14:00,18 Nov 20:04,4,0,
2022-11-18,Friday,119,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,18 Nov 20:00,18 Nov 14:00,18 Nov 20:14,14,0,
2022-11-18,Friday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,18 Nov 20:05,18 Nov 14:05,18 Nov 20:41,36,1,
2022-11-18,Friday,873,Air Arabia,G9,ABY,Ra'sal-Khaymah,RKT,OMRK,International,18 Nov 20:35,18 Nov 14:35,18 Nov 20:19,0,0,
2022-11-18,Friday,345,US-Bangla Airlines,BS,UBG,Sharjah,SHJ,OMSJ,International,18 Nov 20:45,18 Nov 14:45,18 Nov 20:54,9,0,
2022-11-18,Friday,605,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,18 Nov 21:00,18 Nov 15:00,18 Nov 21:11,11,0,
2022-11-18,Friday,524,flydubai,FZ,FDB,Dubai,DXB,OMDB,International,18 Nov 21:30,18 Nov 15:30,18 Nov 22:20,50,1,
2022-11-18,Friday,351,Biman Bangladesh Airlines,BG,BBC,Sharjah,SHJ,OMSJ,International,18 Nov 22:30,18 Nov 16:30,18 Nov 22:50,20,0,
2022-11-18,Friday,883,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,18 Nov 23:00,18 Nov 17:00,18 Nov 22:45,0,0,
2022-11-18,Friday,165,Malindo Air,OD,MXD,Kuala Lumpur,KUL,WMKK,International,18 Nov 23:10,18 Nov 17:10,18 Nov 22:55,0,0,
2022-11-18,Friday,511,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,18 Nov 23:20,18 Nov 17:20,19 Nov 0:01,41,1,
2022-11-18,Friday,70,AirAsia,AK,AXM,Kuala Lumpur,KUL,WMKK,International,18 Nov 23:25,18 Nov 17:25,19 Nov 0:03,38,1,
2022-11-18,Friday,447,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,19 Nov 0:50,18 Nov 17:55,19 Nov 6:41,351,1,
2022-11-19,Saturday,197,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,19 Nov 0:50,18 Nov 18:50,19 Nov 6:51,361,1,
2022-11-19,Saturday,585,Emirates,EK,UAE,Dubai,DXB,OMDB,International,19 Nov 1:00,18 Nov 19:00,19 Nov 4:06,186,1,
2022-11-19,Saturday,805,Saudi Arabian Airlines,SV,SVA,Riyadh,RUH,OERK,International,19 Nov 1:00,18 Nov 19:00,19 Nov 4:03,183,1,
2022-11-19,Saturday,161,Malindo Air,OD,MXD,Kuala Lumpur,KUL,WMKK,International,19 Nov 1:10,18 Nov 19:10,19 Nov 6:50,340,1,
2022-11-19,Saturday,9072,Hong Kong Air Cargo,RH,HKC,Hong Kong,HKG,VHHH,International,19 Nov 1:50,18 Nov 19:50,19 Nov 8:05,375,1,
2022-11-19,Saturday,78,AirAsia,AK,AXM,Kuala Lumpur,KUL,WMKK,International,19 Nov 2:35,18 Nov 20:35,19 Nov 8:14,339,1,
2022-11-19,Saturday,284,Kuwait Airways,KU,KAC,Kuwait City,KWI,OKBK,International,19 Nov 3:10,18 Nov 21:10,19 Nov 6:02,172,1,
2022-11-19,Saturday,532,Jazeera Airways,J9,JZR,Kuwait City,KWI,OKBK,International,19 Nov 3:30,18 Nov 21:30,19 Nov 7:16,226,1,
2022-11-19,Saturday,643,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,19 Nov 3:35,18 Nov 21:35,19 Nov 6:52,197,1,
2022-11-19,Saturday,1864,IndiGo,6E,IGO,Kolkata,CCU,VECC,International,19 Nov 4:05,18 Nov 22:05,19 Nov 4:11,6,0,
2022-11-19,Saturday,235,Etihad Airways,EY,ETD,Abu Dhabi,AUH,OMAA,International,19 Nov 4:35,18 Nov 22:35,19 Nov 7:53,198,1,
2022-11-19,Saturday,398,SalamAir,OV,OMS,Muscat,MCT,OOMS,International,19 Nov 5:10,18 Nov 23:10,19 Nov 8:22,192,1,
2022-11-19,Saturday,251,Gulf Air,GF,GFA,Bahrain,BAH,OBBI,International,19 Nov 5:25,18 Nov 23:25,19 Nov 8:31,186,1,
2022-11-19,Saturday,713,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,19 Nov 6:50,19 Nov 0:50,19 Nov 12:58,368,1,
2022-11-19,Saturday,121,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,19 Nov 7:15,19 Nov 1:15,19 Nov 8:01,46,1,
2022-11-19,Saturday,391,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,Domestic,19 Nov 7:15,19 Nov 1:15,19 Nov 7:46,31,1,
2022-11-19,Saturday,339,Biman Bangladesh Airlines,BG,BBC,Riyadh,RUH,OERK,International,19 Nov 7:15,19 Nov 1:15,19 Nov 10:51,216,1,
2022-11-19,Saturday,531,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,19 Nov 7:40,19 Nov 1:40,19 Nov 8:23,43,1,
2022-11-19,Saturday,181,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,19 Nov 8:00,19 Nov 2:00,19 Nov 8:59,59,1,
2022-11-19,Saturday,611,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,19 Nov 8:00,19 Nov 2:00,19 Nov 11:08,188,1,
2022-11-19,Saturday,343,US-Bangla Airlines,BS,UBG,Dubai,DXB,OMDB,International,19 Nov 8:05,19 Nov 2:05,19 Nov 11:34,209,1,
2022-11-19,Saturday,493,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,19 Nov 8:15,19 Nov 2:15,19 Nov 9:01,46,1,
2022-11-19,Saturday,103,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 8:15,19 Nov 2:15,19 Nov 8:36,21,1,
2022-11-19,Saturday,433,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 8:30,19 Nov 2:30,19 Nov 9:26,56,1,
2022-11-19,Saturday,584,Biman Bangladesh Airlines,BG,BBC,Singapore,SIN,WSSS,International,19 Nov 8:30,19 Nov 2:30,19 Nov 14:36,366,1,
2022-11-19,Saturday,519,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,19 Nov 8:45,19 Nov 2:45,19 Nov 12:10,205,1,
2022-11-19,Saturday,502,flydubai,FZ,FDB,Dubai,DXB,OMDB,International,19 Nov 9:00,19 Nov 3:00,19 Nov 13:08,248,1,
2022-11-19,Saturday,161,US-Bangla Airlines,BS,UBG,Rajshahi,RJH,VGRJ,Domestic,19 Nov 9:15,19 Nov 3:15,19 Nov 9:56,41,1,
2022-11-19,Saturday,517,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,19 Nov 9:25,19 Nov 3:25,19 Nov 13:02,217,1,
2022-11-19,Saturday,217,US-Bangla Airlines,BS,UBG,Bangkok,BKK,VTBS,International,19 Nov 9:30,19 Nov 3:30,19 Nov 12:54,204,1,
2022-11-19,Saturday,316,Oman Air,WY,OMA,Muscat,MCT,OOMS,International,19 Nov 9:40,19 Nov 3:40,19 Nov 11:51,131,1,
2022-11-19,Saturday,143,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 9:40,19 Nov 3:40,19 Nov 10:43,63,1,
2022-11-19,Saturday,105,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 9:45,19 Nov 3:45,19 Nov 10:40,55,1,
2022-11-19,Saturday,583,Emirates,EK,UAE,Dubai,DXB,OMDB,International,19 Nov 9:55,19 Nov 3:55,19 Nov 12:47,172,1,
2022-11-19,Saturday,371,Biman Bangladesh Airlines,BG,BBC,Kathmandu,KTM,VNKT,International,19 Nov 10:15,19 Nov 4:15,19 Nov 11:32,77,1,
2022-11-19,Saturday,183,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,19 Nov 10:15,19 Nov 4:15,19 Nov 11:08,53,1,
2022-11-19,Saturday,201,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,International,19 Nov 10:15,19 Nov 4:15,19 Nov 10:47,32,1,
2022-11-19,Saturday,182,Vistara,UK,VTI,Delhi,DEL,VIDP,International,19 Nov 10:15,19 Nov 4:15,19 Nov 12:17,122,1,
2022-11-19,Saturday,315,US-Bangla Airlines,BS,UBG,Kuala Lumpur,KUL,WMKK,International,19 Nov 10:30,19 Nov 4:30,19 Nov 16:17,347,1,
2022-11-19,Saturday,145,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 10:40,19 Nov 4:40,19 Nov 11:50,70,1,
2022-11-19,Saturday,641,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,19 Nov 10:45,19 Nov 4:45,19 Nov 13:31,166,1,
2022-11-19,Saturday,461,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,19 Nov 10:45,19 Nov 4:45,19 Nov 11:37,52,1,
2022-11-19,Saturday,205,US-Bangla Airlines,BS,UBG,Chennai,MAA,VOMM,International,19 Nov 11:05,19 Nov 5:05,19 Nov 12:56,111,1,
2022-11-19,Saturday,147,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 11:15,19 Nov 5:15,19 Nov 12:13,58,1,
2022-11-19,Saturday,286,Kuwait Airways,KU,KAC,Kuwait City,KWI,OKBK,International,19 Nov 11:20,19 Nov 5:20,19 Nov 14:21,181,1,
2022-11-19,Saturday,388,Biman Bangladesh Airlines,BG,BBC,Bangkok,BKK,VTBS,International,19 Nov 11:30,19 Nov 5:30,19 Nov 15:07,217,1,
2022-11-19,Saturday,601,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,19 Nov 11:30,19 Nov 5:30,19 Nov 14:35,185,1,
2022-11-19,Saturday,809,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,19 Nov 11:45,19 Nov 5:45,19 Nov 15:55,250,1,
2022-11-19,Saturday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 12:00,19 Nov 6:00,19 Nov 13:25,85,1,
2022-11-19,Saturday,397,Biman Bangladesh Airlines,BG,BBC,Delhi,DEL,VIDP,International,19 Nov 12:00,19 Nov 6:00,19 Nov 14:59,179,1,
2022-11-19,Saturday,535,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 12:00,19 Nov 6:00,19 Nov 13:14,74,1,
2022-11-19,Saturday,109,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 12:15,19 Nov 6:15,19 Nov 13:08,53,1,
2022-11-19,Saturday,149,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 12:45,19 Nov 6:45,19 Nov 13:48,63,1,
2022-11-19,Saturday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,19 Nov 13:00,19 Nov 7:00,19 Nov 15:26,146,1,
2022-11-19,Saturday,151,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 13:30,19 Nov 7:30,19 Nov 14:36,66,1,
2022-11-19,Saturday,481,Biman Bangladesh Airlines,BG,BBC,Rajshahi,RJH,VGRJ,Domestic,19 Nov 13:30,19 Nov 7:30,19 Nov 14:41,71,1,
2022-11-19,Saturday,535,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,19 Nov 13:35,19 Nov 7:35,19 Nov 14:12,37,1,
2022-11-19,Saturday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,19 Nov 13:40,19 Nov 7:40,19 Nov 17:26,226,1,
2022-11-19,Saturday,187,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,19 Nov 13:45,19 Nov 7:45,19 Nov 14:58,73,1,
2022-11-19,Saturday,153,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 14:20,19 Nov 8:20,19 Nov 15:28,68,1,
2022-11-19,Saturday,349,Biman Bangladesh Airlines,BG,BBC,Dammam,DMM,OEDF,International,19 Nov 14:30,19 Nov 8:30,19 Nov 17:23,173,1,
2022-11-19,Saturday,1642,IndiGo,6E,IGO,Mumbai,BOM,VABB,International,19 Nov 14:35,19 Nov 8:35,19 Nov 17:05,150,1,
2022-11-19,Saturday,437,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 14:40,19 Nov 8:40,19 Nov 17:02,142,1,
2022-11-19,Saturday,111,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 15:00,19 Nov 9:00,19 Nov 16:01,61,1,
2022-11-19,Saturday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,19 Nov 15:45,19 Nov 9:45,19 Nov 16:30,45,1,
2022-11-19,Saturday,155,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 15:50,19 Nov 9:50,19 Nov 17:14,84,1,
2022-11-19,Saturday,6652,Hong Kong Air Cargo,RH,HKC,Hong Kong,HKG,VHHH,International,19 Nov 16:00,19 Nov 10:00,19 Nov 21:29,329,1,
2022-11-19,Saturday,175,US-Bangla Airlines,BS,UBG,Barisal,BZL,VGBR,Domestic,19 Nov 16:20,19 Nov 10:20,19 Nov 17:07,47,1,
2022-11-19,Saturday,157,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,19 Nov 16:30,19 Nov 10:30,19 Nov 17:45,75,1,
2022-11-19,Saturday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,International,19 Nov 16:35,19 Nov 10:35,19 Nov 16:45,10,0,
2022-11-19,Saturday,189,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,19 Nov 16:40,19 Nov 10:40,19 Nov 17:49,69,1,
2022-11-19,Saturday,1865,IndiGo,6E,IGO,Delhi,DEL,VIDP,International,19 Nov 16:45,19 Nov 10:45,19 Nov 18:43,118,1,
2022-11-19,Saturday,467,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,19 Nov 17:00,19 Nov 11:00,19 Nov 17:46,46,1,
2022-11-19,Saturday,203,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,International,19 Nov 17:15,19 Nov 11:15,19 Nov 17:32,17,0,
2022-11-19,Saturday,337,Biman Bangladesh Airlines,BG,BBC,Medina,MED,OEMA,International,19 Nov 17:30,19 Nov 11:30,19 Nov 21:45,255,1,
2022-11-19,Saturday,115,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 17:30,19 Nov 11:30,19 Nov 18:33,63,1,
2022-11-19,Saturday,245,Etihad Airways,EY,ETD,Abu Dhabi,AUH,OMAA,International,19 Nov 17:55,19 Nov 11:55,19 Nov 21:17,202,1,
2022-11-19,Saturday,495,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,19 Nov 18:00,19 Nov 12:00,19 Nov 18:48,48,1,
2022-11-19,Saturday,117,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 18:30,19 Nov 12:30,19 Nov 19:21,51,1,
2022-11-19,Saturday,191,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,19 Nov 18:40,19 Nov 12:40,19 Nov 19:36,56,1,
2022-11-19,Saturday,587,Emirates,EK,UAE,Dubai,DXB,OMDB,International,19 Nov 18:40,19 Nov 12:40,19 Nov 21:43,183,1,
2022-11-19,Saturday,335,Biman Bangladesh Airlines,BG,BBC,Jeddah,JED,OEJN,International,19 Nov 18:50,19 Nov 12:50,19 Nov 23:13,263,1,
2022-11-19,Saturday,386,Biman Bangladesh Airlines,BG,BBC,Kuala Lumpur,KUL,WMKK,International,19 Nov 19:15,19 Nov 13:15,20 Nov 1:11,356,1,
2022-11-19,Saturday,333,US-Bangla Airlines,BS,UBG,Doha,DOH,OTHH,International,19 Nov 19:25,19 Nov 13:25,19 Nov 22:22,177,1,
2022-11-19,Saturday,537,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,International,19 Nov 19:30,19 Nov 13:30,19 Nov 20:04,34,1,
2022-11-19,Saturday,617,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,19 Nov 19:45,19 Nov 13:45,19 Nov 20:05,20,0,
2022-11-19,Saturday,193,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,19 Nov 19:45,19 Nov 13:45,19 Nov 20:07,22,1,
2022-11-19,Saturday,395,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,International,19 Nov 19:45,19 Nov 13:45,19 Nov 20:14,29,1,
2022-11-19,Saturday,343,Biman Bangladesh Airlines,BG,BBC,Kuwait City,KWI,OKBK,International,19 Nov 20:00,19 Nov 14:00,19 Nov 20:18,18,0,
2022-11-19,Saturday,119,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,19 Nov 20:00,19 Nov 14:00,19 Nov 20:16,16,0,
2022-11-19,Saturday,121,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,19 Nov 20:00,19 Nov 14:00,19 Nov 20:00,0,0,
2022-11-19,Saturday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,19 Nov 20:05,19 Nov 14:05,19 Nov 20:40,35,1,
2022-11-19,Saturday,3L64,Air Arabia,G9,ABY,Abu Dhabi,AUH,OMAA,International,19 Nov 20:40,19 Nov 14:40,19 Nov 23:15,155,1,
2022-11-19,Saturday,345,US-Bangla Airlines,BS,UBG,Sharjah,SHJ,OMSJ,International,19 Nov 20:45,19 Nov 14:45,19 Nov 20:51,6,0,
2022-11-19,Saturday,605,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,19 Nov 21:00,19 Nov 15:00,19 Nov 21:04,4,0,
2022-11-19,Saturday,524,flydubai,FZ,FDB,Dubai,DXB,OMDB,International,19 Nov 21:30,19 Nov 15:30,19 Nov 21:50,20,0,
2022-11-19,Saturday,325,US-Bangla Airlines,BS,UBG,Guangzhou,CAN,ZGGG,International,19 Nov 22:10,19 Nov 16:10,19 Nov 22:17,7,0,
2022-11-19,Saturday,307,US-Bangla Airlines,BS,UBG,Singapore,SIN,WSSS,International,19 Nov 22:20,19 Nov 16:20,19 Nov 22:32,12,0,
2022-11-19,Saturday,321,US-Bangla Airlines,BS,UBG,Muscat,MCT,OOMS,International,19 Nov 22:20,19 Nov 16:20,19 Nov 22:30,10,0,
2022-11-19,Saturday,165,Malindo Air,OD,MXD,Kuala Lumpur,KUL,WMKK,International,19 Nov 23:10,19 Nov 17:10,19 Nov 23:02,0,0,
2022-11-19,Saturday,511,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,19 Nov 23:20,19 Nov 17:20,19 Nov 23:52,32,1,
2022-11-19,Saturday,70,AirAsia,AK,AXM,Kuala Lumpur,KUL,WMKK,International,19 Nov 23:25,19 Nov 17:25,19 Nov 23:37,12,0,
2022-11-19,Saturday,447,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,19 Nov 23:55,19 Nov 17:55,19 Nov 23:55,0,0,
2022-11-20,Sunday,197,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,20 Nov 0:50,19 Nov 18:50,20 Nov 0:58,8,0,
2022-11-20,Sunday,585,Emirates,EK,UAE,Dubai,DXB,OMDB,International,20 Nov 1:00,19 Nov 19:00,20 Nov 1:05,5,0,
2022-11-20,Sunday,161,Malindo Air,OD,MXD,Kuala Lumpur,KUL,WMKK,International,20 Nov 1:10,19 Nov 19:10,20 Nov 0:53,0,0,
2022-11-20,Sunday,339,Biman Bangladesh Airlines,BG,BBC,Riyadh,RUH,OERK,International,20 Nov 1:15,19 Nov 19:15,20 Nov 1:56,41,1,
2022-11-20,Sunday,803,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,20 Nov 2:20,19 Nov 20:20,20 Nov 2:09,0,0,
