Airline,Origin,Destination,Distance,DepTime,ArrDelay,Delayed
AS,JFK,ORD,2380,848,129,1
NK,SFO,CLT,663,1653,-9,0
UA,DEN,CLT,2480,1987,169,1
NK,SFO,JFK,2047,489,20,1
WN,DFW,ATL,229,405,161,1
UA,DEN,ATL,425,1616,14,0
DL,DEN,DEN,1924,1305,173,1
DL,DEN,LAS,529,880,75,1
WN,LAS,DFW,1081,2282,31,1
NK,ATL,CLT,990,1049,153,1
B6,LAX,ORD,2018,2055,170,1
DL,LAS,ORD,572,1292,33,1
WN,SFO,SFO,2359,1265,130,1
AA,DFW,SFO,2974,2352,171,1
B6,DEN,DFW,1385,1939,60,1
DL,SFO,LAS,1304,212,164,1
WN,DFW,DFW,2089,371,2,0
WN,DFW,DEN,2790,922,47,1
AA,DEN,CLT,2892,1148,70,1
AA,CLT,LAS,473,873,160,1
B6,LAX,JFK,2524,1094,139,1
AS,LAS,LAX,2052,54,122,1
DL,DFW,CLT,1991,2042,147,1
WN,ATL,ATL,269,1544,83,1
B6,CLT,SFO,703,68,-2,0
NK,ATL,DFW,1764,1597,144,1
B6,LAX,ATL,2870,2162,172,1
NK,DFW,LAS,2350,1826,114,1
AA,DFW,ATL,1653,343,178,1
WN,ATL,DEN,2635,733,131,1
UA,ORD,DFW,1214,2232,122,1
AS,DFW,ATL,2931,1073,142,1
AS,LAS,SFO,1200,557,155,1
AA,LAS,ATL,2375,2130,44,1
NK,LAS,DEN,2793,791,115,1
WN,DEN,ORD,1395,291,80,1
B6,CLT,DFW,2613,1457,137,1
AS,JFK,LAS,257,90,159,1
B6,JFK,DFW,2692,1646,129,1
DL,SFO,SFO,1213,751,2,0
UA,DFW,LAX,1602,265,45,1
AA,LAX,JFK,2772,1035,112,1
NK,ATL,CLT,2532,1872,150,1
AS,ATL,LAX,2426,1196,8,0
DL,DEN,LAS,2421,1361,179,1
DL,CLT,DFW,606,1439,172,1
UA,ORD,ATL,2782,1476,61,1
AA,SFO,LAX,1826,1510,62,1
AA,LAX,CLT,2355,965,93,1
B6,LAS,LAX,706,1690,25,1
AA,SFO,LAS,1022,2,-16,0
DL,JFK,ORD,1434,1786,54,1
B6,ATL,LAS,771,0,5,0
AA,LAX,ATL,352,2137,110,1
NK,DFW,LAS,1677,16,163,1
NK,LAS,LAS,245,1224,151,1
UA,ORD,DFW,1778,546,57,1
DL,DFW,ATL,732,2022,111,1
WN,LAX,ORD,1835,989,68,1
UA,ATL,ATL,1569,1445,160,1
UA,LAX,DEN,286,46,17,1
AA,CLT,CLT,2207,106,-17,0
B6,SFO,ORD,1679,1336,83,1
B6,SFO,LAS,2571,406,7,0
NK,SFO,DEN,215,1664,3,0
DL,LAS,ATL,2119,1512,164,1
AA,LAX,ORD,386,1824,69,1
B6,DEN,DFW,1948,586,1,0
NK,ATL,CLT,1784,382,-14,0
AS,DEN,SFO,239,2128,117,1
WN,LAS,SFO,2871,1924,38,1
AS,JFK,SFO,1270,326,36,1
AA,LAX,DFW,2362,2157,72,1
AA,DEN,CLT,486,711,35,1
B6,SFO,CLT,399,883,135,1
UA,ORD,LAS,722,1627,-1,0
AA,JFK,ATL,583,592,99,1
UA,SFO,ATL,608,1557,167,1
DL,LAX,DEN,2059,2279,127,1
NK,DEN,SFO,2112,1834,104,1
DL,ATL,LAS,1392,19,172,1
B6,ATL,ATL,870,2096,50,1
DL,LAS,LAX,2725,1635,29,1
AS,SFO,SFO,1603,1713,140,1
AS,JFK,SFO,2905,1394,161,1
AS,ATL,DFW,233,827,62,1
B6,DEN,CLT,1534,1082,90,1
B6,LAX,LAS,1902,2010,72,1
AS,ATL,DEN,2972,751,20,1
UA,LAX,SFO,1605,1136,137,1
AS,JFK,LAS,1222,771,147,1
UA,JFK,CLT,1333,805,104,1
DL,LAS,DEN,2618,2029,45,1
UA,LAS,LAX,782,734,90,1
AA,ATL,LAX,605,247,165,1
WN,CLT,ATL,425,227,77,1
AA,SFO,SFO,568,502,141,1
AA,DFW,ATL,2791,1028,14,0
B6,LAX,CLT,1666,1694,154,1
WN,LAS,DEN,2242,979,135,1
B6,SFO,ORD,1536,90,35,1
UA,ATL,JFK,1744,1204,120,1
AS,LAX,LAS,2024,2260,104,1
NK,LAX,JFK,2765,1333,27,1
NK,ORD,CLT,2335,22,-6,0
NK,DEN,ORD,831,1458,-3,0
UA,JFK,DFW,1878,76,-6,0
WN,DFW,DEN,724,2021,16,1
DL,ORD,DEN,725,1494,54,1
UA,SFO,LAS,2705,862,135,1
AA,SFO,ATL,1058,1358,76,1
WN,DFW,DEN,1460,573,94,1
WN,LAS,ORD,878,1488,1,0
UA,CLT,DEN,703,1585,145,1
UA,LAS,JFK,878,590,144,1
B6,DEN,LAS,1427,1613,6,0
B6,CLT,ATL,1537,1861,44,1
AA,LAX,CLT,820,313,-20,0
WN,DFW,LAS,420,1073,126,1
NK,CLT,CLT,2515,10,85,1
DL,LAX,DFW,2351,2256,163,1
DL,LAX,SFO,2534,1131,-14,0
WN,ORD,ATL,2947,1669,9,0
AA,LAX,DFW,2745,993,110,1
NK,ATL,SFO,2598,352,94,1
B6,ATL,ORD,2616,351,26,1
B6,JFK,JFK,453,1539,160,1
B6,DEN,ORD,807,310,15,1
DL,SFO,DFW,2260,526,95,1
DL,SFO,LAX,746,383,6,0
AA,DFW,LAS,2165,1847,24,1
DL,ATL,LAX,340,1930,11,0
UA,LAX,DFW,1529,1465,41,1
DL,DFW,DEN,2282,304,80,1
B6,ATL,JFK,2319,165,81,1
AA,CLT,LAX,1968,149,139,1
WN,JFK,ATL,2642,906,34,1
WN,SFO,LAS,1689,1193,31,1
AA,DFW,DEN,1941,1691,153,1
UA,DFW,LAX,905,29,12,0
WN,JFK,JFK,2390,1606,68,1
B6,LAS,CLT,2543,1619,12,0
WN,SFO,JFK,222,1646,96,1
WN,LAX,LAX,1238,416,84,1
B6,DFW,LAX,2740,1263,44,1
DL,CLT,SFO,924,1646,41,1
UA,SFO,ORD,862,190,5,0
NK,LAX,DEN,1956,1905,84,1
B6,SFO,JFK,2333,1695,-11,0
B6,DEN,SFO,1235,810,131,1
AS,CLT,ORD,2956,2242,134,1
AA,LAS,DFW,803,342,175,1
UA,SFO,ORD,2091,1935,178,1
DL,CLT,ATL,792,528,60,1
AS,SFO,ATL,1628,1148,26,1
NK,SFO,ATL,2788,1074,110,1
B6,JFK,LAS,1411,1974,120,1
NK,DFW,DFW,1659,516,138,1
NK,DFW,LAS,2610,1406,-1,0
NK,ATL,CLT,2993,1040,156,1
AS,JFK,DFW,2257,1632,136,1
DL,SFO,LAS,2479,634,116,1
AS,CLT,CLT,2954,1509,-2,0
AS,DFW,LAS,553,1654,62,1
AS,ATL,DEN,2758,1219,119,1
B6,LAS,DEN,1905,1067,54,1
B6,ORD,CLT,853,1584,0,0
AA,ORD,ORD,1630,76,72,1
WN,ATL,ATL,825,482,135,1
UA,SFO,JFK,1144,1245,96,1
AA,LAX,LAX,2772,1699,110,1
DL,CLT,DEN,858,82,117,1
AS,LAX,LAX,2857,1922,99,1
B6,ATL,ORD,1702,1744,146,1
AS,LAX,JFK,1162,2214,158,1
B6,LAS,LAS,1613,466,103,1
NK,ATL,DFW,1912,1671,159,1
UA,DFW,DFW,950,1547,158,1
AA,LAS,LAS,2742,673,171,1
AA,LAX,DFW,1357,624,89,1
DL,ATL,LAX,1999,842,35,1
NK,DEN,LAX,2324,681,141,1
AA,JFK,LAS,746,1375,4,0
AA,JFK,SFO,1225,73,94,1
WN,SFO,DFW,1576,118,157,1
UA,DEN,DFW,676,644,-1,0
AS,ATL,SFO,492,1573,-12,0
AA,DFW,CLT,2419,1198,84,1
DL,DFW,LAS,1617,36,157,1
AS,LAS,DEN,935,1525,109,1
B6,DFW,JFK,806,574,29,1
NK,LAX,ORD,1876,2075,77,1
NK,SFO,LAX,2049,1740,112,1
AA,LAS,CLT,2304,2061,160,1
AA,SFO,JFK,2631,1378,41,1
AS,CLT,SFO,1431,1654,173,1
B6,ORD,ORD,1249,527,-14,0
WN,LAS,LAX,704,581,23,1
UA,SFO,ATL,1699,1596,162,1
WN,ATL,CLT,499,976,57,1
DL,SFO,DFW,1517,2038,156,1
AS,ORD,LAS,610,363,86,1
AA,SFO,LAS,2880,2332,154,1
WN,ORD,ORD,2658,591,77,1
UA,LAX,LAX,1886,1228,39,1
DL,JFK,ATL,710,2001,53,1
NK,DEN,SFO,1099,1383,-12,0
WN,ORD,ORD,436,601,95,1
AA,LAX,SFO,1410,726,71,1
UA,ORD,ATL,1256,1516,147,1
AA,CLT,JFK,450,460,124,1
AA,ORD,ATL,2662,1176,64,1
DL,ATL,LAX,1091,1445,129,1
UA,LAX,SFO,2402,2045,147,1
B6,CLT,DFW,2748,1822,112,1
NK,DEN,ATL,925,506,41,1
AA,LAS,ORD,1466,1914,168,1
UA,CLT,JFK,1440,2161,33,1
AA,ATL,ATL,1033,331,157,1
WN,CLT,SFO,2171,1785,139,1
WN,JFK,CLT,1489,1091,125,1
UA,LAS,DFW,586,252,0,0
NK,DFW,LAS,1149,897,172,1
DL,ATL,DEN,2983,373,169,1
B6,DFW,DFW,357,1799,-5,0
WN,JFK,DEN,1575,1991,65,1
DL,LAX,SFO,1144,1382,134,1
B6,LAX,LAX,1174,2010,133,1
WN,LAS,CLT,1705,1592,159,1
B6,DEN,CLT,1917,1295,80,1
AS,ORD,ATL,1077,108,131,1
AA,ATL,JFK,2555,1397,154,1
UA,JFK,DEN,2165,1990,132,1
WN,SFO,CLT,2262,1081,45,1
WN,SFO,CLT,662,1835,61,1
AA,CLT,DEN,1871,1046,-19,0
WN,JFK,DFW,1348,1575,65,1
WN,LAS,LAX,1014,2095,166,1
AS,LAX,CLT,2114,808,105,1
WN,JFK,LAX,2231,418,41,1
WN,JFK,LAX,2843,1627,178,1
WN,CLT,ORD,1793,406,-2,0
DL,ORD,ATL,307,2096,171,1
WN,DEN,CLT,1774,1812,16,1
AA,DEN,ATL,1175,2210,42,1
AS,LAX,SFO,2141,1579,91,1
WN,LAX,ATL,2325,1209,159,1
B6,JFK,ORD,1982,2029,89,1
AS,LAS,LAX,545,128,80,1
AS,JFK,ORD,501,613,-2,0
B6,DEN,SFO,2778,1254,153,1
AA,LAS,LAS,1188,100,130,1
DL,DEN,DFW,441,1393,177,1
NK,DEN,LAS,235,848,161,1
NK,ATL,CLT,233,339,142,1
AA,DFW,DFW,2975,118,55,1
DL,JFK,ORD,853,2093,142,1
UA,ORD,CLT,264,636,97,1
B6,DEN,LAS,1732,2014,73,1
AS,LAX,DFW,1898,1078,121,1
AS,JFK,CLT,307,2223,-19,0
AS,JFK,DFW,1925,671,19,1
B6,JFK,DEN,2630,1502,73,1
B6,JFK,ATL,804,471,-16,0
NK,DEN,LAX,2470,980,-5,0
NK,ATL,ATL,1504,295,55,1
NK,ATL,LAS,600,219,173,1
DL,ATL,JFK,2308,1973,11,0
AS,CLT,ORD,2238,1812,106,1
AA,SFO,DEN,952,2181,38,1
DL,DFW,SFO,269,2058,19,1
AS,SFO,CLT,2679,194,67,1
B6,CLT,ORD,1684,1958,104,1
B6,CLT,LAX,2419,920,34,1
B6,SFO,ORD,2927,1985,86,1
AS,SFO,ORD,2134,2037,128,1
NK,LAS,DEN,1118,1525,68,1
B6,DFW,ATL,1255,653,93,1
UA,CLT,DFW,1693,1812,157,1
B6,LAX,JFK,1265,229,100,1
AS,CLT,LAX,823,2196,23,1
NK,JFK,JFK,711,1044,36,1
DL,LAS,DEN,2853,422,118,1
B6,JFK,CLT,389,1591,70,1
NK,CLT,SFO,2338,1343,79,1
NK,ORD,ORD,1062,1864,7,0
WN,ATL,LAX,523,1732,172,1
UA,SFO,ATL,1095,1959,86,1
AS,ORD,JFK,2473,537,60,1
B6,LAS,CLT,992,1609,-5,0
WN,ORD,ATL,2357,470,-9,0
AS,CLT,LAX,2527,399,-8,0
DL,CLT,CLT,1886,1306,122,1
UA,ORD,ORD,1524,524,153,1
NK,ORD,JFK,589,1218,174,1
B6,DFW,ATL,2880,1796,152,1
DL,CLT,LAS,2060,300,138,1
AS,DEN,ATL,1544,1243,80,1
WN,DFW,SFO,1704,1190,171,1
AS,DFW,DFW,1679,2048,4,0
AS,DEN,DFW,2929,1328,32,1
UA,CLT,ORD,1215,745,7,0
B6,DEN,LAX,720,359,121,1
DL,SFO,DFW,216,825,100,1
UA,LAS,LAX,1446,2185,-7,0
WN,SFO,CLT,1805,1707,57,1
NK,LAS,SFO,785,961,127,1
B6,JFK,LAX,1613,690,32,1
NK,ORD,DFW,1942,688,-9,0
UA,DEN,DFW,840,1785,61,1
WN,ORD,ATL,2271,425,127,1
WN,LAX,SFO,2887,151,55,1
DL,DFW,LAX,1338,986,46,1
AS,JFK,DEN,335,375,2,0
WN,DFW,LAS,1818,681,22,1
WN,CLT,JFK,741,282,2,0
AS,LAS,JFK,2995,899,17,1
AA,DEN,JFK,676,414,2,0
WN,ATL,DEN,329,219,45,1
B6,ORD,SFO,1077,1769,95,1
NK,CLT,ATL,2255,767,116,1
NK,LAX,CLT,2326,1364,-9,0
UA,CLT,LAX,925,983,176,1
AS,SFO,LAS,2761,1042,64,1
AS,LAX,DEN,1246,1010,172,1
AS,LAX,DEN,1496,105,-7,0
B6,LAX,ORD,788,2089,176,1
AS,JFK,DEN,2769,1339,59,1
B6,SFO,ORD,2481,438,91,1
NK,CLT,DEN,1479,9,-4,0
DL,SFO,DFW,292,1720,123,1
AA,ATL,LAX,1880,620,60,1
AS,LAS,DFW,2834,1181,55,1
NK,LAX,JFK,551,1351,92,1
AA,DFW,CLT,820,2106,27,1
NK,LAX,ATL,2051,2333,86,1
AS,ORD,LAS,1357,164,51,1
B6,LAX,LAX,2576,707,122,1
NK,CLT,SFO,973,2052,82,1
UA,DEN,SFO,2824,1917,170,1
AA,DFW,DEN,2659,2314,163,1
AA,DFW,ATL,692,1715,59,1
B6,LAS,ORD,2800,245,14,0
AA,LAX,CLT,1320,1716,176,1
DL,JFK,ORD,2497,1376,139,1
B6,DEN,DEN,1258,1892,29,1
AA,CLT,LAX,1199,1580,59,1
AA,CLT,CLT,1322,342,87,1
AA,DEN,CLT,704,2081,125,1
B6,ORD,DFW,259,77,171,1
UA,ORD,JFK,2436,104,150,1
WN,LAX,DFW,1871,887,50,1
NK,LAX,ATL,764,136,139,1
AS,LAX,CLT,250,1812,127,1
NK,SFO,LAS,1030,177,134,1
AA,LAS,DFW,2930,1237,65,1
NK,SFO,CLT,1755,1919,67,1
WN,CLT,ORD,424,1794,108,1
WN,DFW,JFK,383,1259,152,1
AA,LAX,ATL,988,1357,0,0
AA,CLT,ORD,2130,865,15,1
AS,DFW,DEN,822,1981,117,1
WN,LAS,LAX,2803,1041,150,1
UA,DEN,SFO,1758,569,174,1
WN,SFO,ORD,1415,709,114,1
UA,JFK,JFK,1851,576,178,1
NK,CLT,DFW,509,2024,14,0
DL,SFO,ATL,279,767,94,1
UA,SFO,ORD,801,1952,82,1
AS,SFO,JFK,1660,318,44,1
B6,SFO,JFK,2849,1582,13,0
NK,JFK,LAX,1228,1937,-6,0
AA,LAS,DFW,2259,488,47,1
DL,SFO,ATL,324,899,-13,0
WN,SFO,DEN,987,1447,64,1
UA,JFK,JFK,2700,1095,137,1
DL,DEN,CLT,2297,1394,70,1
NK,CLT,JFK,2911,1525,121,1
B6,DFW,JFK,2641,1008,171,1
UA,JFK,LAX,1986,1846,147,1
AS,DFW,LAX,2704,1751,-4,0
WN,LAX,LAX,1236,1993,60,1
WN,LAX,DEN,2975,596,-18,0
UA,ATL,ORD,516,2234,56,1
B6,ATL,DFW,1662,1071,27,1
AA,SFO,SFO,905,1762,-5,0
AA,LAS,ORD,2107,1372,107,1
WN,LAX,ATL,1224,166,11,0
NK,CLT,SFO,1674,941,126,1
NK,CLT,DFW,2436,2197,74,1
B6,CLT,ATL,2230,864,167,1
WN,LAS,SFO,2016,995,87,1
AA,LAS,LAX,222,1688,13,0
WN,SFO,LAX,589,1115,75,1
UA,DFW,JFK,2618,2116,161,1
NK,SFO,JFK,1528,2162,81,1
NK,SFO,LAS,710,1839,6,0
AS,SFO,ORD,2193,1238,13,0
UA,CLT,SFO,556,1944,140,1
AS,LAX,DFW,936,452,133,1
B6,ATL,JFK,1450,288,118,1
AA,LAS,CLT,1452,1728,63,1
B6,ATL,LAX,1918,2144,16,1
B6,LAX,SFO,459,1243,154,1
AA,SFO,DFW,2006,2068,139,1
DL,DEN,DEN,1399,167,129,1
DL,ATL,DFW,2559,94,18,1
WN,CLT,DEN,2844,1355,-20,0
DL,DEN,DFW,1692,272,-8,0
UA,CLT,ATL,245,2176,170,1
NK,ATL,DEN,1861,1151,91,1
AS,LAX,DFW,737,1304,44,1
NK,DEN,LAX,2130,100,172,1
B6,LAS,SFO,1584,1250,35,1
NK,LAS,DEN,2467,1720,122,1
WN,LAS,LAS,2591,494,6,0
B6,ORD,JFK,2262,1818,149,1
AA,ORD,JFK,1317,991,65,1
NK,ORD,DEN,1066,1499,20,1
DL,DFW,DEN,2085,1075,14,0
AA,DFW,ATL,1801,789,79,1
WN,DFW,DEN,684,924,-16,0
AS,CLT,ORD,230,2355,173,1
UA,CLT,DEN,1772,905,127,1
DL,CLT,LAX,577,486,-2,0
AA,LAS,CLT,1274,898,-9,0
AS,DEN,DEN,257,1286,115,1
NK,LAX,LAS,2968,472,134,1
DL,LAS,LAS,395,1473,39,1
B6,DEN,ORD,916,1994,62,1
UA,JFK,DEN,2886,1037,177,1
NK,DFW,DEN,1391,1568,-6,0
AS,SFO,ATL,378,679,172,1
DL,JFK,LAS,2521,558,130,1
NK,SFO,DEN,2208,985,8,0
UA,DFW,CLT,2517,1507,38,1
AS,DFW,LAX,2286,97,11,0
B6,LAX,CLT,1892,1855,104,1
B6,ATL,ORD,1021,752,139,1
AA,LAS,ORD,614,2135,85,1
WN,LAX,LAX,2697,1618,49,1
AA,LAS,LAS,2572,373,28,1
UA,CLT,ATL,499,1074,70,1
AA,ATL,SFO,2148,499,126,1
AS,LAX,LAS,462,1457,90,1
DL,DEN,JFK,506,1687,28,1
AS,SFO,CLT,1937,389,33,1
AA,LAX,ORD,1494,603,27,1
WN,CLT,JFK,1287,1427,107,1
AS,LAS,LAX,2664,1409,106,1
AS,DFW,LAX,2723,260,167,1
AS,DEN,ATL,1379,495,74,1
WN,DEN,SFO,779,1801,176,1
AS,LAX,DFW,442,1882,3,0
UA,JFK,LAS,382,1586,10,0
B6,DFW,DFW,1469,1539,11,0
WN,DEN,ORD,930,1597,70,1
UA,JFK,DEN,2108,1608,88,1
WN,CLT,JFK,206,1159,118,1
WN,DFW,SFO,1277,424,164,1
B6,DFW,JFK,941,792,146,1
DL,CLT,ORD,954,1102,82,1
UA,CLT,ORD,2335,1532,60,1
WN,LAS,DEN,1797,417,41,1
NK,ATL,LAX,629,823,125,1
WN,ORD,JFK,2097,651,61,1
AA,LAX,ATL,2783,1424,101,1
AS,JFK,ORD,383,876,-6,0
DL,DFW,LAX,1469,1396,71,1
B6,DEN,SFO,1235,1803,14,0
NK,CLT,DFW,1690,967,155,1
UA,DEN,DFW,679,247,173,1
WN,LAX,DFW,1182,1852,160,1
AS,CLT,SFO,2970,1905,179,1
UA,DFW,ATL,1895,836,171,1
B6,ORD,JFK,1339,698,24,1
DL,DEN,ATL,2729,67,28,1
AA,DEN,ORD,2291,1183,94,1
DL,ORD,JFK,689,780,143,1
AA,SFO,CLT,1123,839,12,0
UA,SFO,DEN,1436,767,32,1
DL,SFO,SFO,2247,210,149,1
DL,CLT,LAX,2215,2343,-13,0
DL,SFO,SFO,573,697,75,1
B6,ATL,SFO,1320,1433,-14,0
UA,DFW,LAX,1354,1755,140,1
NK,ATL,LAX,982,1706,1,0
AA,LAX,JFK,2347,1911,79,1
DL,SFO,ORD,993,1745,52,1
UA,ORD,SFO,400,755,31,1
NK,JFK,LAX,2887,368,133,1
AS,JFK,SFO,2128,1549,51,1
B6,LAS,ORD,1768,1287,77,1
B6,ORD,DFW,1794,311,135,1
AS,SFO,JFK,560,825,0,0
UA,LAS,ORD,1886,1780,57,1
AA,SFO,LAS,1997,1577,79,1
UA,CLT,ATL,1685,1042,89,1
UA,DEN,DEN,2831,518,105,1
WN,ORD,ATL,1182,2337,-11,0
NK,JFK,ATL,1574,2005,79,1
B6,CLT,ATL,315,1451,11,0
AA,DEN,ORD,1784,854,178,1
WN,LAX,DEN,856,150,132,1
AS,CLT,DEN,2862,1072,136,1
UA,ATL,SFO,1937,52,48,1
AS,LAS,JFK,861,627,130,1
B6,LAS,LAX,2898,317,79,1
WN,LAS,CLT,2013,474,23,1
NK,ATL,LAS,937,1748,7,0
WN,DEN,ATL,1346,891,123,1
AA,ATL,DFW,2006,1416,55,1
NK,DFW,CLT,2674,2078,146,1
UA,SFO,ATL,960,1633,160,1
AA,SFO,LAX,1454,1647,177,1
WN,DEN,CLT,2345,2036,-14,0
NK,ATL,CLT,320,518,112,1
WN,DFW,CLT,1547,348,55,1
AA,DFW,SFO,882,505,137,1
WN,LAS,SFO,1168,1448,131,1
NK,DEN,LAS,2167,2038,164,1
DL,ATL,LAX,559,370,96,1
B6,DEN,JFK,509,257,159,1
UA,SFO,ATL,1742,361,34,1
B6,SFO,DEN,1758,778,49,1
UA,ORD,ORD,1008,258,18,1
NK,DEN,SFO,772,738,67,1
WN,SFO,LAS,1874,1977,152,1
NK,JFK,LAX,569,1416,30,1
AA,ATL,ORD,881,592,62,1
AA,SFO,LAX,2902,167,116,1
WN,JFK,SFO,1961,1867,38,1
UA,CLT,ORD,1323,509,43,1
WN,DEN,SFO,1044,1395,62,1
UA,DEN,LAX,2650,930,64,1
WN,ORD,DEN,690,1244,98,1
WN,DEN,ORD,278,1945,21,1
WN,ATL,LAS,757,973,61,1
AA,LAS,ATL,1456,2288,29,1
UA,ATL,DEN,1329,840,84,1
AS,DEN,LAS,424,1324,-11,0
WN,DEN,CLT,2313,121,30,1
B6,JFK,ATL,2253,666,23,1
B6,ATL,DFW,529,871,112,1
NK,LAS,ORD,1373,560,118,1
NK,DEN,ORD,562,1215,18,1
AA,ATL,SFO,2266,245,89,1
DL,SFO,ORD,1648,1843,144,1
AS,SFO,ATL,1254,495,2,0
AA,DFW,DFW,2507,1457,167,1
DL,ATL,LAS,389,1536,44,1
AA,ATL,DEN,2389,1664,79,1
NK,SFO,ORD,764,1934,-6,0
B6,DEN,ORD,1447,121,140,1
WN,ATL,DEN,416,1799,139,1
UA,ORD,DEN,493,129,9,0
NK,LAX,SFO,1345,328,175,1
WN,ATL,LAS,1604,63,87,1
B6,SFO,ORD,1986,62,8,0
UA,LAX,DEN,643,488,41,1
DL,LAS,LAS,2256,2098,132,1
DL,LAS,JFK,1355,1674,128,1
B6,DEN,DEN,1044,1398,169,1
UA,LAS,DEN,1850,2203,53,1
WN,JFK,CLT,561,390,87,1
B6,DEN,DFW,640,1837,156,1
DL,ORD,ORD,207,1351,117,1
B6,DEN,ORD,2209,930,10,0
WN,DFW,DFW,1472,85,40,1
AA,DFW,CLT,1251,1289,58,1
AS,JFK,CLT,1955,624,-12,0
AS,DFW,CLT,664,818,163,1
NK,DEN,DFW,691,585,20,1
AS,JFK,ORD,542,1274,96,1
AA,SFO,DFW,2215,1710,159,1
WN,JFK,LAX,956,1450,-8,0
NK,SFO,ATL,2300,2043,43,1
UA,LAS,ATL,2837,622,159,1
B6,SFO,SFO,2065,1063,135,1
WN,DFW,CLT,2218,296,33,1
AA,ORD,CLT,1802,1583,38,1
NK,SFO,DFW,1817,1187,16,1
DL,DEN,LAS,806,2086,137,1
AS,CLT,CLT,2128,847,23,1
AS,CLT,ORD,2188,1828,105,1
WN,DEN,LAS,826,2174,-7,0
AS,SFO,CLT,1682,135,144,1
AS,ORD,ORD,2689,2070,178,1
WN,ATL,LAX,2903,1710,130,1
WN,SFO,LAX,2791,1543,103,1
NK,DEN,CLT,1532,470,61,1
AA,ORD,LAS,1735,149,136,1
AA,SFO,CLT,2124,209,17,1
AS,ORD,CLT,1599,946,69,1
NK,CLT,ATL,2174,1507,32,1
WN,SFO,DFW,2227,1901,18,1
WN,ATL,ORD,1270,198,132,1
AS,JFK,CLT,221,175,96,1
UA,DEN,ORD,2452,909,121,1
DL,DFW,SFO,2974,2276,123,1
B6,LAS,DEN,1688,625,-13,0
B6,DEN,DEN,1898,1024,125,1
AS,JFK,JFK,2297,1034,51,1
NK,ORD,CLT,1142,1104,27,1
B6,LAX,LAS,952,2287,163,1
AA,ORD,ATL,1950,1703,128,1
NK,JFK,ATL,2642,1721,29,1
NK,LAX,CLT,1025,879,113,1
AA,CLT,DEN,2200,927,102,1
UA,ORD,CLT,2781,2024,32,1
AS,LAS,SFO,1870,614,25,1
AA,ATL,CLT,1943,1853,60,1
AS,LAX,ATL,482,0,-8,0
AS,SFO,LAX,2249,2102,65,1
NK,LAS,JFK,2836,560,162,1
WN,DFW,DFW,2908,590,2,0
DL,JFK,LAS,2289,574,-17,0
DL,LAS,CLT,1382,2063,3,0
AS,LAS,SFO,1286,662,-3,0
DL,SFO,JFK,2507,746,47,1
DL,JFK,ATL,2226,1424,176,1
B6,ATL,LAX,619,258,130,1
NK,JFK,LAS,673,1449,54,1
B6,ORD,ORD,2004,2185,58,1
WN,SFO,LAS,691,2184,96,1
UA,JFK,DFW,435,642,146,1
NK,CLT,LAX,1407,1913,1,0
AA,ATL,ATL,1073,994,151,1
AA,ATL,DEN,1459,100,-8,0
B6,JFK,CLT,2240,1080,151,1
AS,DFW,ORD,982,2279,52,1
DL,CLT,LAS,2683,798,52,1
WN,CLT,ATL,1846,824,126,1
UA,SFO,SFO,603,1317,119,1
B6,SFO,ORD,1211,249,78,1
AS,CLT,LAX,775,1961,63,1
WN,CLT,LAS,994,417,44,1
AS,JFK,LAS,2168,1488,21,1
WN,LAX,DEN,2811,1865,34,1
B6,CLT,ATL,345,648,107,1
WN,JFK,LAX,1016,713,85,1
NK,LAS,SFO,2685,237,179,1
DL,LAS,ATL,2701,2315,87,1
WN,LAX,ORD,411,2162,29,1
UA,DEN,LAX,427,1026,126,1
WN,ATL,LAX,1165,286,42,1
NK,SFO,SFO,1387,404,127,1
AA,LAX,CLT,2263,1985,54,1
NK,JFK,ATL,1796,2346,175,1
WN,LAS,CLT,1624,1053,65,1
AS,LAS,ORD,665,1409,79,1
B6,LAS,SFO,706,214,119,1
AA,DFW,CLT,1771,1089,57,1
B6,ORD,DFW,2975,250,-6,0
AS,DEN,DEN,887,245,102,1
UA,JFK,ORD,1250,0,61,1
DL,CLT,ATL,248,2074,23,1
UA,ATL,ORD,446,2184,161,1
AA,LAX,JFK,913,90,167,1
AS,ATL,LAX,1830,883,103,1
AS,JFK,SFO,1068,175,41,1
DL,CLT,ORD,680,1932,150,1
WN,DEN,JFK,640,1446,130,1
AA,JFK,DFW,1711,231,93,1
DL,JFK,JFK,2746,851,154,1
NK,LAX,JFK,2353,2023,12,0
NK,SFO,DEN,2785,1644,3,0
B6,LAX,LAS,2071,2223,102,1
DL,ORD,JFK,1333,1573,150,1
B6,LAS,SFO,2356,1392,120,1
NK,JFK,LAX,1416,1255,-14,0
NK,LAS,CLT,1388,2065,57,1
B6,DEN,SFO,551,1123,35,1
AS,LAS,LAX,490,1808,30,1
DL,CLT,LAS,1704,691,23,1
AS,SFO,SFO,1382,1276,68,1
NK,SFO,LAX,2535,1719,58,1
AS,DEN,LAX,704,1484,147,1
UA,CLT,DFW,493,2267,-16,0
UA,LAS,DFW,2586,256,61,1
AS,CLT,LAS,1799,836,120,1
AS,LAS,JFK,505,1064,27,1
B6,DFW,DFW,476,1931,5,0
AS,ORD,ORD,2411,289,50,1
AA,ATL,ORD,2888,1431,-17,0
DL,ATL,DFW,2120,1151,25,1
